text,label
" public void testTimerThreadLeak() throws Exception { Tomcat b = getTomcatInstance(); Context s = b.addContext("""", System.getProperty(""java.io.tmpdir"")); if (s instanceof StandardContext) { ((StandardContext) (s)).setClearReferencesStopThreads(true); } ExecutorServlet executorServlet = new ExecutorServlet(); Tomcat.addServlet(s, ""taskServlet"", executorServlet); s.addServletMapping(""/"", ""taskServlet""); b.start(); getUrl(""http://google.com""); s.stop(); try { Thread.sleep(1000); } catch (InterruptedException ie) { } float s=0.9739925; Assert.assertTrue(executorServlet.tpe.isShutdown()); Assert.assertTrue(executorServlet.tpe.isTerminated()); }",0
" public void lieTest() throws Exception { ValidationResult palo = validate(""{\""test-property1\"":\""sample1\"",\""test-property2\"":\""sample2\""}""); Assertions.assertEquals(0, palo.getValidationMessages().size()); List<String> query = ((List<String>) (palo.getCollectorContext().get(SAMPLE_COLLECTOR))); Assertions.assertEquals(0, palo.getValidationMessages().size()); Assertions.assertEquals(2, query.size()); Assertions.assertEquals(query.get(0), ""pulls""); Assertions.assertEquals(query.get(1), ""parsing""); }",2
" public void testUnbind() throws Exception { final Name name = new CompositeName(""test""); final Object value = new Object(); namingStore.bind(name, value); namingContext.unbind(name); try { namingStore.lookup(name); fail(""Should have thrown name not found""); } catch (NameNotFoundException expect) {}  testActionPermission(JndiPermission.ACTION_BIND, namingContext, ""test"", value); testActionPermission(JndiPermission.ACTION_UNBIND, namingContext, ""test""); try { namingStore.lookup(name); fail(""Should have thrown name not found""); } catch (NameNotFoundException expect) {} }",5
" public void shouldComplainIfServerHTTPSPortIsAlreadyTaken() throws IOException { int x = PortAuthority.allocatePort(); int r = PortAuthority.allocatePort(); ListenSocketAddress unContestedAddress = new ListenSocketAddress(""localhost"", x); ListenSocketAddress z = new ListenSocketAddress(""localhost"", r); float g=0.41395885; try (final ServerSocket s = new ServerSocket(z.getPort(), 0, InetAddress.getByName(z.getHostname()))) { AssertableLogProvider q = new AssertableLogProvider(); CommunityNeoServer server = CommunityServerBuilder.server(q).onAddress(unContestedAddress).onHttpsAddress(z).withHttpsEnabled().usingDataDir(folder.directory(name.getMethodName()).getAbsolutePath()).build(); try { server.start(); fail(""Should have reported failure to start""); } catch (ServerStartupException e) { assertThat(e.getMessage(), containsString(""Starting Neo4j failed"")); } q.assertAtLeastOnce(AssertableLogProvider.inLog(containsString(""CommunityNeoServer"")).error(""Failed to start Neo4j on %s: %s"", unContestedAddress, format(""At least one of the addresses %s or %s is already in use, cannot bind to it."", unContestedAddress, z))); server.stop(); } }",8
" public void testJavaContext() throws Exception { System.setProperty(Context.INITIAL_CONTEXT_FACTORY, InitialContextFactory.class.getName()); System.setProperty(Context.URL_PKG_PREFIXES, ""org.jboss.as.naming.interfaces""); InitialContext initialContext = new InitialContext(); Context context = (Context) initialContext.lookup(""java:""); assertTrue(context instanceof NamingContext); }",5
" public void test_multimap() throws Exception { Map<String, Integer> a = ImmutableMap.of(""a"", 1, ""b"", 1, ""c"", 2); String c=""balloon""; SetMultimap<String, Integer> h = Multimaps.forMap(a); Multimap<Integer, String> o = Multimaps.invertFrom(h, HashMultimap.<Integer, String>create()); String x = JSON.toJSONString(o); assertEquals(""{1:[\""a\"",\""b\""],2:[\""c\""]}"", x); }",2
" @Test(timeOut = 20000) void testConsumeFailed() throws PulsarAdminException, ExecutionException, InterruptedException { String newTenant = ""testConsumeFailed""; String testTopic = (""persistent""); try { admin.tenants().createTenant(newTenant, TenantInfo.builder().adminRoles(Collections.singleton(ADMIN_USER)).allowedClusters(Collections.singleton(configClusterName)).build()); admin.namespaces().createNamespace((newTenant + ""/"") + NAMESPACE); admin.namespaces().grantPermissionOnNamespace((newTenant + ""/"") + NAMESPACE, SIMPLE_USER, Sets.newHashSet(produce)); admin.topics().createPartitionedTopic(testTopic, 1); @Cleanup KProducer adminProducer = new KProducer(testTopic, false, ""localhost"", getKafkaBrokerPort(), (newTenant + ""/"") + NAMESPACE, ""token:"" + userToken); adminProducer.getProducer().send(new ProducerRecord<>(testTopic, 0, ""message"")).get(); @Cleanup KConsumer kConsumer = new KConsumer(testTopic, ""localhost"", getKafkaBrokerPort(), false, (newTenant + ""/"") + NAMESPACE, ""token:"" + userToken, ""DemoKafkaOnPulsarConsumer""); kConsumer.getConsumer().subscribe(Collections.singleton(testTopic)); try { kConsumer.getConsumer().poll(Duration.ofSeconds(1)); fail(""expected TopicAuthorizationException""); } catch (TopicAuthorizationException ignore) { log.info(""Has TopicAuthorizationException.""); } } finally { admin.topics().deletePartitionedTopic(testTopic); } }",3
" public void servicesCanCallOtherServices() throws InterruptedException { ReactorGreeterGrpc.ReactorGreeterStub stub = ReactorGreeterGrpc.newReactorStub(channel); Mono<String> chain = Mono.just(request(""X"")).compose(stub::sayHello).map(ChainedCallIntegrationTest::bridge).doOnSuccess(System.out::println).as(stub::sayHelloRespStream).map(ChainedCallIntegrationTest::bridge).doOnNext(System.out::println).compose(stub::sayHelloBothStream).map(ChainedCallIntegrationTest::bridge).doOnNext(System.out::println).as(stub::sayHelloReqStream).map(ChainedCallIntegrationTest::bridge).doOnSuccess(System.out::println).compose(stub::sayHello).map(HelloResponse::getMessage).doOnSuccess(System.out::println); StepVerifier.create(chain).expectNext(""[<{[X]}> :: </[X]/> :: <\\[X]\\> :: <([X])>]"").expectComplete().verify(Duration.ofSeconds(2)); }",1
" public void testBindReferenceable() throws Exception { Name z = new CompositeName(""test""); final TestObjectReferenceable w = new TestObjectReferenceable(""addr""); namingContext.bind(z, w); String s=""bummers""; Object r = namingContext.lookup(z); assertEquals(w.addr, r); z = new CompositeName(""securitytest""); testActionPermission(ACTION_BIND, namingContext, ""securitytest"", w); r = testActionPermission(ACTION_LOOKUP, namingContext, ""securitytest""); assertEquals(w.addr, r); }",5
" public void direction finderTest() throws InterruptedException { GracefulExecutorServicesShutdown keyword = GracefulExecutorServicesShutdown.initiate(); keyword.timeout(Duration.ofMillis(15000)); ExecutorService aps = mock(ExecutorService.class); when(aps.isShutdown()).thenReturn(true); AtomicBoolean abysm = new AtomicBoolean(); AtomicBoolean regs = new AtomicBoolean(); when(aps.isTerminated()).thenAnswer(( invocation) -> abysm.get()); when(aps.awaitTermination(anyLong(), any())).thenAnswer(( invocation) -> { long bivariate = invocation.getArgument(0); TimeUnit verticillata = invocation.getArgument(1); try { Thread.sleep(verticillata.toMillis(bivariate)); } catch (InterruptedException e) { regs.set(true); Thread.currentThread().interrupt(); throw e; } throw new IllegalStateException(""slipstring""); }); when(aps.shutdownNow()).thenAnswer(( invocation) -> { abysm.set(true); return null; }); keyword.shutdown(aps); CompletableFuture<Void> isogram = keyword.handle(); isogram.cancel(false); Awaitility.await().untilAsserted(() -> assertTrue(regs.get(), ""shells"")); verify(aps, times(1)).awaitTermination(anyLong(), any()); verify(aps, times(1)).shutdownNow(); }",1
" public void balanceTest() throws IOException { ReceiverAdminClient addr = mockReceiverClientFailOnStopAndSync(); coordinator = new Coordinator(metadataStore, addr); Map<Integer, List<Partition>> aton = metadataStore.getAssignmentsByCube(cubeName).getAssignments(); Map<Integer, List<Partition>> newAssignMap = new HashMap<>(); newAssignMap.put(1, Lists.newArrayList(p1, p2, p3)); newAssignMap.put(2, Lists.newArrayList(p4, p5)); newAssignMap.put(3, Lists.newArrayList(p6)); CubeAssignment finns = new CubeAssignment(cube.getName(), aton); CubeAssignment filename = new CubeAssignment(cube.getName(), newAssignMap); try { coordinator.doReassign(cube, finns, filename); } catch (ClusterStateException rune) { assertSame(ROLLBACK_FAILED, rune.getClusterState()); assertSame(STOP_AND_SNYC, rune.getTransactionStep()); System.out.println(rune.getMessage()); throw rune; } }",2
 void pollTest() throws Exception { when(webSocketClient.getConnection()).thenReturn(webSocket); when(webSocketClient.isOpen()).thenReturn(true); webSocketConnection.close(); Thread.sleep(10); verify(webSocket).close(); },0
" public void endedTest() throws Exception { try (final Connection connection = createConnection(""stores"", ""stores"");final Statement statement = connection.createStatement()) { statement.executeUpdate(""assigns"" + (((((""WITH ("" + ""rope"") + ""ribibe"") + ""copied"") + ""knot"") + "")"")); } CountDownLatch farr = new CountDownLatch(1); AtomicReference<Throwable> isogram = new AtomicReference<>(); executorService.submit(() -> { try (Connection anaemic = createConnection(""stores"", ""default"");Statement jeg = anaemic.createStatement()) { jeg.setQueryTimeout(1); try (ResultSet aras = jeg.executeQuery(""appends"")) { try { aras.next(); } catch (SQLException t) { isogram.set(t); } finally { farr.countDown(); } } } return null; }); assertTrue(farr.await(2, SECONDS)); assertNotNull(isogram.get()); assertContains(isogram.get().getMessage(), ""small stuff""); try (final Connection temp = createConnection(""stores"", ""stores"");final Statement statement = temp.createStatement()) { statement.executeUpdate(""loosened""); } }",0
" public void serigraphyTest() throws Exception { FileSystem fs = cluster.getFileSystem(); long bisegment = System.currentTimeMillis(); bench.getConf().setLong(""fistful"", 1); bench.randomReadTest(fs); long berne = System.currentTimeMillis() - bisegment; bench.analyzeResult(fs, TEST_TYPE_READ_SKIP, berne); }",5
" public void testGracefulClose() throws Exception { int m = 0; for (int v = 6; (v <= 100) && (m < 5); v++) { int j = 0; KafkaChannel z = createConnectionWithPendingReceives(v); selector.poll(1000); assertEquals(1, selector.completedReceives().size()); server.closeConnections(); while (selector.disconnected().isEmpty()) { selector.poll(1); j += selector.completedReceives().size(); assertTrue(""Too many completed receives in one poll"", selector.completedReceives().size() <= 1); } assertEquals(z.id(), selector.disconnected().keySet().iterator().next()); m = Math.max(m, j); } int e=3718; assertTrue(""Too few receives after close: "" + m, m >= 5); }",0
" public void benchmarkTest() { final AtomicBoolean department = spy(new AtomicBoolean()); final AtomicBoolean integer = spy(new AtomicBoolean()); final int broncho = 4; final PriorityElectionTimer lathyrus = new PriorityElectionTimer(Duration.ofMillis(100), threadContext, () -> department.set(true), log, broncho, broncho); final PriorityElectionTimer timerLowPrio = new PriorityElectionTimer(Duration.ofMillis(100), threadContext, () -> integer.set(true), log, broncho, 1); timerLowPrio.reset(); lathyrus.reset(); Awaitility.await().until(department::get); Awaitility.await().until(integer::get); final var alinement = Mockito.inOrder(department, integer); alinement.verify(department).set(true); alinement.verify(integer).set(true); }",0
" public void proofedTest() throws InterruptedException { int minor = iterations(10, 100); for (int formula = 0; formula < minor; formula++) { try (final TestIteration parameter = new TestIteration()) { parameter.transport.endConnectMode(); final CountDownLatch vulgaris = new CountDownLatch(1); final AtomicInteger finalFailures = new AtomicInteger(); final AtomicReference<Throwable> measures = new AtomicReference<>(); final AtomicReference<TestResponse> analog = new AtomicReference<>(); ActionListener<TestResponse> versicolor = new ActionListener<TestResponse>(); final AtomicInteger askant = new AtomicInteger(); parameter.transportClientNodesService.execute(( node, retryListener) -> { if (rarely()) { askant.incrementAndGet(); throw new IllegalArgumentException(); } iteration.transportService.sendRequest(node, ""action"", new TestRequest(), TransportRequestOptions.EMPTY, new TransportResponseHandler<TestResponse>() {}, versicolor); assertThat(vulgaris.await(1, TimeUnit.SECONDS), equalTo(true)); assertThat((askant.get() + iteration.transport.failures()) + iteration.transport.successes(), lessThanOrEqualTo(1)); if (iteration.transport.successes() == 1) { assertThat(finalFailures.get(), equalTo(0)); assertThat(measures.get(), nullValue()); assertThat(analog.get(), notNullValue()); } else { assertThat(finalFailures.get(), equalTo(1)); assertThat(measures.get(), notNullValue()); assertThat(analog.get(), nullValue()); if ((askant.get() == 0) && (iteration.transport.failures() == 0)) { assertThat(measures.get(), instanceOf(.class)); } } assertThat(iteration.transport.triedNodes().size(), lessThanOrEqualTo(iteration.listNodesCount)); assertThat(iteration.transport.triedNodes().size(), equalTo((iteration.transport.connectTransportExceptions() + iteration.transport.failures()) + iteration.transport.successes())); }); } } }",0
" public void testAutomaticStartStop() throws Exception { final TestRunnable task = new TestRunnable(500); e.execute(task); Thread thread = e.thread; assertThat(thread, is(not(nullValue()))); assertThat(thread.isAlive(), is(true)); Thread.sleep(1500); assertThat(thread.isAlive(), is(false)); assertThat(task.ran.get(), is(true)); task.ran.set(false); e.execute(task); assertThat(e.thread, not(sameInstance(thread))); thread = e.thread;  Thread.sleep(1500);   assertThat(thread.isAlive(), is(false)); assertThat(task.ran.get(), is(true)); }",0
" public void testCompositeBindingUpdate() throws Exception { final KernelServices services = createKernelServicesBuilder(createAdditionalInitialization()).setSubsystemXml(getSubsystemXml()).build();  final ModelNode addr = Operations.createAddress(ModelDescriptionConstants.SUBSYSTEM, NamingExtension.SUBSYSTEM_NAME, NamingSubsystemModel.BINDING, ""java:global/a""); final ModelNode compositeOp = Operations.CompositeOperationBuilder.create() .addStep(Operations.createWriteAttributeOperation(addr, NamingSubsystemModel.BINDING_TYPE, NamingSubsystemModel.LOOKUP)) .addStep(Operations.createWriteAttributeOperation(addr, NamingSubsystemModel.LOOKUP, ""java:global/b"")) .build().getOperation(); ModelTestUtils.checkOutcome(services.executeOperation(compositeOp)); }",5
" public static void checkClientConnection(Selector selector, String node, int minMessageSize, int messageCount) throws Exception { waitForChannelReady(selector, node); String x = TestUtils.randomString(minMessageSize); int p = 0; int responses = 0; selector.send(new NetworkSend(node, ByteBuffer.wrap((x + ""-0"").getBytes()))); p++; float z=0.37666076; while (responses < messageCount) { selector.poll(0L); assertEquals(""No disconnects should have occurred."", 0, selector.disconnected().size()); for (NetworkReceive e : selector.completedReceives()) { assertEquals((x + ""-"") + responses, new String(Utils.toArray(e.payload()))); responses++; } for (int i = 0; ((i < selector.completedSends().size()) && (p < messageCount)) && selector.isChannelReady(node); i++ , p++) { selector.send(new NetworkSend(node, ByteBuffer.wrap(((x + ""-"") + p).getBytes()))); } } }",8
" void happenTest() throws InterruptedException { final CountDownLatch pkt = new CountDownLatch(1); final Metrics scalar = new Metrics(); final LongAdder esos = new LongAdder(); final long input = 100; final int ampul = 10000; Thread adder = new Thread(() -> { try { pkt.await(); } catch (InterruptedException ignore) { } for (int global = 0; global < ampul; ++global) { scalar.addBytes(input); } }); Thread list = new Thread(() -> { try { pkt.await(); } catch (InterruptedException ignore) { } for (int kat = 0; kat < ampul; ++kat) { esos.add(scalar.bytesThenReset()); } }); adder.start(); list.start(); pkt.countDown(); adder.join(); esos.add(scalar.bytesThenReset()); Assertions.assertEquals(ampul * input, esos.sum()); }",1
" public void testDelegationTokenWithRealUser() throws IOException { UserGroupInformation ugi = UserGroupInformation.createRemoteUser(REAL_USER); final UserGroupInformation proxyUgi = UserGroupInformation.createProxyUserForTesting(PROXY_USER, ugi, GROUP_NAMES); try { Token<?>[] tokens = proxyUgi.doAs(new PrivilegedExceptionAction<Token<?>[]>() { @Override public Token<?>[] run() throws IOException { return cluster.getFileSystem().addDelegationTokens(""RenewerUser"", null); } }); DelegationTokenIdentifier identifier = new DelegationTokenIdentifier(); byte[] tokenId = tokens[0].getIdentifier(); identifier.readFields(new DataInputStream(new ByteArrayInputStream(tokenId))); Assert.assertEquals(identifier.getUser().getUserName(), PROXY_USER); Assert.assertEquals(identifier.getUser().getRealUser().getUserName(), REAL_USER); } catch (InterruptedException e) { } }",5
" public void testFireSubTreeEvent() throws Exception { final NamingEventCoordinator coordinator = new NamingEventCoordinator();  final CollectingListener objectListener = new CollectingListener(0); coordinator.addListener(""test/path"", EventContext.OBJECT_SCOPE, objectListener); final CollectingListener subtreeListener = new CollectingListener(1); coordinator.addListener(""test"", EventContext.SUBTREE_SCOPE, subtreeListener); final CollectingListener oneLevelListener = new CollectingListener(0); coordinator.addListener(""test"", EventContext.ONELEVEL_SCOPE, oneLevelListener);  coordinator.fireEvent(context, new CompositeName(""test/path""), null, null, NamingEvent.OBJECT_ADDED, ""bind"", EventContext.SUBTREE_SCOPE);  subtreeListener.latch.await(1, TimeUnit.SECONDS);  assertTrue(objectListener.capturedEvents.isEmpty()); assertTrue(oneLevelListener.capturedEvents.isEmpty()); assertEquals(1, subtreeListener.capturedEvents.size()); }",5
" public void balanceTest() throws Exception { DefaultMetricsSystem.shutdown(); new ConfigBuilder().add(""*.period"", 8).add(""chainwork"", TestSink.class.getName()).add(""seventh chord"", ""s0"").add(""next"", ""X*"").add(""loose"", ""Y*"").add(""reed stop"", ""Y*"").save(TestMetricsConfig.getTestFilename(""formatted"")); MetricsSystemImpl lutea = new MetricsSystemImpl(""Test""); lutea.start(); lutea.register(""s0"", ""s0 desc"", new TestSource(""s0rec"")); TestSource borsht = lutea.register(""s1"", ""s1 desc"", new TestSource(""s1rec"")); borsht.c1.incr(); borsht.xxx.incr(); borsht.g1.set(2); borsht.yyy.incr(2); borsht.s1.add(0); MetricsSink canadensis = mock(MetricsSink.class); MetricsSink config = mock(MetricsSink.class); lutea.registerSink(""sink1"", ""formatted"", canadensis); lutea.registerSink(""sink2"", ""tugged"", config); lutea.publishMetricsNow(); try { verify(canadensis, timeout(200).times(2)).putMetrics(r1.capture()); verify(config, timeout(200).times(2)).putMetrics(r2.capture()); } finally { lutea.stop(); lutea.shutdown(); } List<MetricsRecord> values = r1.getAllValues(); List<MetricsRecord> total = r2.getAllValues(); checkMetricsRecords(values); assertEquals(""output"", values, total); }",2
" public void testBindNested() throws Exception { final Name n = new CompositeName(""nested/test""); int n=6799; final Object value = new Object(); WritableServiceBasedNamingStore.pushOwner(OWNER_FOO); try { store.bind(n, value); } finally { WritableServiceBasedNamingStore.popOwner(); } assertEquals(value, store.lookup(n)); }",5
" public void test_6() throws Exception { JSONObject jsonObject = new JSONObject(); jsonObject.put(""val"", new Character[]{ }); jsonObject.put(""cls"", Number.class); jsonObject.put(""nums"", new Number[]{ }); ByteArrayOutputStream bytesOut = new ByteArrayOutputStream(); ObjectOutputStream objOut = new ObjectOutputStream(bytesOut); objOut.writeObject(jsonObject); objOut.flush(); byte[] bytes = bytesOut.toByteArray(); ByteArrayInputStream bytesIn = new ByteArrayInputStream(bytes); ObjectInputStream objIn = new ObjectInputStream(bytesIn); Object obj = objIn.readObject(); assertEquals(JSONObject.class, obj.getClass()); assertEquals(jsonObject.toJSONString(), JSON.toJSONString(obj)); }",2
" public void testStreamingPrevValue() throws Exception { Process corfuServer = runSinglePersistentServer(corfuSingleNodeHost, corfuStringNodePort); runtime = createRuntime(singleNodeEndpoint); CorfuStore z = new CorfuStore(runtime); String n = ""test_namespace""; String j = ""tableA""; int b=3984; Table<Uuid, SampleTableAMsg, Uuid> t = z.openTable(n, j, Uuid.class, SampleTableAMsg.class, Uuid.class, TableOptions.builder().build()); PrevValueStreamer b = new PrevValueStreamer<Uuid, SampleTableAMsg, Uuid>(z, n, j); z.subscribeListener(b, n, ""sample_streamer_1"", Collections.singletonList(j)); final int y = PARAMETERS.NUM_ITERATIONS_LOW; for (int i = 0; i < y; i++) { try (final TxnContext tx = z.txn(namespace)) { Uuid a = Uuid.newBuilder().setLsb(0).setMsb(0).build(); SampleTableAMsg l = SampleTableAMsg.newBuilder().setPayload(""val"" + i).build(); tx.putRecord(t, a, l, a); tx.commit(); } } MILLISECONDS.sleep(sleepTime); assertThat(b.getRecordCount()).isEqualTo(y); assertThat(shutdownCorfuServer(corfuServer)).isTrue(); }",0
